German,English
reichtum ,wealth
überaus ,extremely
eisen ,iron
beamen ,beam
haftbefehl ,arrest warrant
verletzte ,injured
buchstäblich ,literally
größter ,largest
sylvia ,sylvia
flieg ,fly
dreckige ,dirty
erfinden ,invent
ernte ,harvest
kamin ,chimney
scotty ,Scotty
weste ,vest
sahst ,saw
kennzeichen ,Mark
grayson ,Grayson
kronen ,crown
wage ,daily
z ,Z
siegen ,win
verlobten ,fiancee
edgar ,edgar
afghanistan ,Afghanistan
würdig ,worthy
aufwacht ,waking up
gratulieren ,to congratulate
schwager ,brother in law
violet ,violet
infos ,Info
föderation ,federation
dose ,tin
wärme ,warmth
erschienen ,appeared
magazin ,magazine
klemme ,clamp
schenkt ,giver
min ,min
wars ,wars
verstoßen ,violate
nicholas ,Nicholas
georgia ,Georgia
kräftig ,powerful
herzens ,heart
mel ,mel
nachbarin ,neighbor
igitt ,igitt
formel ,formula
bro ,Bro
hervor ,out
wohnwagen ,caravan
wegwerfen ,throw away
spinne ,spider
tumor ,tumor
bezahlung ,pay
päckchen ,parcel
grob ,rough
nagel ,nail
donovan ,donovan
starren ,rigid
vertreiben ,to evict
wirkst ,fit
traust ,trust
heiratete ,married
take ,Take
neuesten ,latest
e-mails ,e-mails
gitter ,lattice
blocks ,blocks
erobern ,conquer
gin ,gin
spinnen ,be crazy
gestalt ,shape
liter ,liter
patty ,patty
drew ,drew
illusion ,illusion
plaudern ,chat
schneidet ,cutting
welle ,wave
samuel ,Samuel
haft ,imprisonment
seltsamen ,strange
spannung ,tension
knallt ,bang
zurückzukehren ,to return
bestimmung ,determination
tresor ,safe
amber ,amber
verfluchten ,cursed
fischer ,fisherman
verluste ,losses
lehre ,teach
jenna ,Jenna
revolver ,revolver
schrott ,scrap metal
verbringt ,spent
state ,state
wähle ,choose
films ,movie
vorhang ,curtain
mitspielen ,play along
erregt ,excited
arbeiteten ,work
aufgelöst ,dissolved
überlass ,exit
trag ,carry
überein ,on
unterrichtet ,informed
ungewöhnliches ,unusual
eve ,Eve
lagerhaus ,warehouse
raub ,robbery
visionen ,vision
firmen ,company
liv ,liv
verhandlungen ,negotiations
fickt ,fucking
verdorben ,spoiled
produktion ,production
füreinander ,for each other
krankheiten ,Diseases
reggie ,Reggie
jeanne ,Jeanne
schräg ,aslant
belle ,bell
bluten ,blossoms
meinten ,staunch
beamten ,officials
h. ,H.
bereden ,talk
claudia ,Claudia
einmischen ,interfere
ärsche ,ass
futter ,lining
verknallt ,Crush
muschi ,pussy
beschuldigen ,accuse
aktien ,shares
harrison ,Harrison
scheißer ,shit
sexuell ,sexually
kinderspiel ,breeze
torres ,torres
magische ,magical
dummheit ,stupidity
gezahlt ,paid
bewegungen ,movement
karre ,cart
abziehen ,pull off
bedarf ,requirement
üblichen ,usual
umgelegt ,placed
inhalt ,contents
dankbarkeit ,gratitude
peng ,peng
herkommt ,come from
geehrt ,honored
träumte ,dreamed
make-up ,make up
verhört ,interrogated
messe ,industrial fair
anwesen ,estate
deutscher ,German
saubere ,clean
gebete ,prayer
pommes ,French fries
toni ,toni
lande ,land
ruht ,rest
anerkennung ,recognition
wunderbaren ,wonderful
galaxie ,galaxy
vermutung ,supposition
inklusive ,included
überwachung ,monitoring
unabhängig ,independent
brien ,Brien
fernhalten ,keep away
statue ,statue
bestätigung ,confirmation
dawn ,dawn
finale ,final
verzweiflung ,Despair
gewährt ,granted
deprimiert ,depressed
erteilen ,To give
colin ,Colin
rahmen ,frame
durchgedreht ,through
erteilt ,granted
fotze ,cunt
fehlte ,missing
verlorene ,lost
kanonen ,cannons
kansas ,Kansas
klub ,club
britischen ,British
aufzubauen ,build up
jubeln ,to cheer
ausgelöscht ,extinguished
marianne ,Marianne
stu ,stub
servieren ,serve
weltweit ,worldwide
fotografieren ,taking photos
niederlage ,defeat
zehen ,toe
schwächen ,weaknesses
sternen ,Stars
sheila ,Sheila
bemühen ,make an effort
logik ,logic
stillen ,quiet
bellows ,bellows
todesursache ,cause of death
beschaffen ,procure
abgezogen ,deducted
klassische ,classic
außergewöhnlich ,out of the ordinary
gruppen ,groups
schwarzes ,black
durchhalten ,keep up
lm ,lm
weitergeht ,continues
kooperieren ,cooperate
mächtigen ,mighty
greif ,gripping
mehreren ,several
verschwindest ,disappearance
forderungen ,requirements
anfall ,seizure
klare ,clear
teresa ,Teresa
wunderschönen ,beautiful
bestehe ,existence
verkaufte ,sold
aufeinander ,on each other
garcia ,Garcia
hässliche ,ugly
großem ,great
mitbekommen ,notice
gate ,gate
saul ,Saul
ingenieur ,engineer
campbell ,campbell
andenken ,souvenir
eintreten ,enter
kämpfte ,fought
zustimmung ,approval
besagt ,stated
roter ,red
flamme ,flame
aufzuhören ,stop
dokument ,document
bishop ,Bishop
schuhen ,shoes
timmy ,Timmy
simone ,simone
federn ,feathers
paps ,paps
auswendig ,by rote
bundy ,bundy
spezielle ,specific
experimente ,experiments
szenen ,scenes
gezählt ,counted
pfannkuchen ,pancakes
hase ,Hare
highway ,highway
aufenthalt ,stay
bennett ,Bennett
devon ,Devon
polly ,polly
verstecke ,hide
summen ,buzz
blutung ,bleeding
more ,More
heidi ,heidi
hilflos ,helpless
staatsanwaltschaft ,Public prosecutor
ehrlichkeit ,honesty
messen ,measure up
mächtige ,mighty
stur ,stubborn
ringe ,rings
weiterleben ,live on
aufspüren ,detect
keks ,biscuit
rückgängig ,undone
fünfte ,fifth
netflix ,Netflix
mieten ,rent
speziell ,special
neugier ,curiosity
nägel ,nails
ausgefallen ,fancy
glen ,glue
yes ,yes
verstorbenen ,deceased
verkleidet ,disguised
entdeckung ,discovery
rauche ,smoke
betteln ,beg
blond ,blond
cam ,cam
gilbert ,Gilbert
burt ,burt
weggegangen ,ganged
nutze ,take advantage of
gütiger ,likelihood
abgebrochen ,canceled
herkunft ,origin
annahme ,adoption
wirfst ,throw
gestank ,stink
hintertür ,back door
truthahn ,Turkey
gefüllt ,filled
bereithalten ,hold
vorhat ,project
eleanor ,eleanor
touristen ,tourist
fordere ,urge
tagsüber ,daytime
feucht ,wet
jeans ,Jeans
befragung ,survey
abgelaufen ,expired
picard ,picard
fu ,NS
wunderbarer ,wonderful
depp ,douchebag
hüte ,hats
israel ,Israel
ausschau ,look out
kreischt ,scatter
bellen ,bark
manipulieren ,manipulate
studie ,study
heinrich ,Heinrich
knurren ,growl
busch ,bush
abwesenheit ,absence
reitet ,rode
komplizierter ,complicated
traut ,trust
bestellung ,Order
tatsachen ,facts
heiligkeit ,holiness
back ,back
jahrhunderts ,centuries
verglichen ,compared
sehnsucht ,nostalgia
überredet ,persuaded
demokratie ,democracy
ranger ,ranger
empfehle ,recommendable
schalt ,shift
gevögelt ,bodied
young ,Young
ra ,Ra
silver ,silver
kräften ,forces
rauszukommen ,get out
schäden ,damage
aggressiv ,aggressive
ausleihen ,lend
bella ,Bella
schlucken ,swallow
wesentlich ,essential
ca. ,approximately
satan ,Satan
erben ,inherit
police ,police
horn ,horn
lebende ,living
schmutzige ,dirty
eiskalt ,freezing
sirene ,siren
birthday ,Birthday
ritual ,ritual
ira ,Ira
pflanze ,plant
stürzt ,crash
reynolds ,Reynolds
investiert ,invested
bernie ,Bernie
marilyn ,Marilyn
formen ,to shape
freundchen ,chart
politischen ,political
freigelassen ,released
lionel ,Lionel
rausgeworfen ,kicked out
verprügeln ,bash
bescheiden ,modest
garderobe ,wardrobe
streifen ,strip
rausgekommen ,come out
jodi ,Jodi
voneinander ,from each other
wirt ,host
kasten ,crate
zeichnen ,to draw
backen ,to bake
scheitern ,fail
francs ,francs
jon ,Jon
salon ,salon
medikament ,drug
demnächst ,soon
geboten ,offer
spike ,spike
auslösen ,trigger
pferden ,horses
lebensmittel ,Food
ruhiger ,quiet
durchsuchungsbefehl ,search
allmählich ,gradually
benommen ,dazed
adieu ,Adieu
fragten ,ask
vortrag ,speech
amerikas ,America's
sherry ,sherry
och ,och
oui ,oui
erpressen ,blackmail
flittchen ,hussy
zähnen ,teeth
u-boot ,submarine
daniels ,Daniels
endete ,ended
ängstlich ,scared
she ,skew
as ,ace
durchbruch ,breakthrough
dorothy ,dorothy
wiederhaben ,have again
schrecklicher ,terrible
model ,model
besitze ,own
sorg ,sorry
sophia ,Sophia
sullivan ,Sullivan
chor ,Choir
zuschlagen ,strike
schere ,scissors
kampagne ,campaign
jax ,jax
verrücktes ,crazy
gestartet ,start
reinigen ,clean
stoppt ,stuffing
lucky ,lucky
quälen ,torment
berufung ,vocation
luis ,luis
knöchel ,ankle
zeitplan ,Time schedule
zerbrochen ,broken
verfluchter ,cursed
weichei ,sissy
jegliche ,any
versuchung ,temptation
shelby ,shelby
beitrag ,contribution
picknick ,picnic
argument ,argument
reiner ,pure
flüstern ,to whisper
dummheiten ,stupidity
meile ,mile
hamburger ,hamburger
kontaktiert ,contacted
spione ,spy
fähnrich ,flavor
erinnerte ,recalled
türklingel ,door bell
henri ,henri
dynamit ,dynamite
organe ,organs
fell ,fur
sonnenschein ,sunshine
archie ,archy
lache ,laugh
elisabeth ,Elisabeth
aufgelegt ,hung up
bräutigam ,groom
chinesische ,Chinese
monats ,month
shakespeare ,Shakespeare
verrät ,betrayal
drunter ,understood
schottland ,Scotland
drohung ,threat
wa ,wa
wende ,turn
gefoltert ,tortured
erwachsener ,adult
einzigartig ,unique
briten ,British
profis ,professionals
mon ,mon
übertreiben ,exaggerate
ressourcen ,resources
bischof ,bishop
nationale ,national
ausstehen ,stand
geschwister ,brothers and sisters
mountain ,mountain
zurücktreten ,step back
avery ,avery
roberts ,roves
axt ,Axe
hugh ,Hugh
händler ,dealer
ägypten ,Egypt
überdenken ,rethink
ludwig ,Ludwig
fiona ,fiona
warme ,warmth
joel ,Joel
konzentrier ,concentrating
del ,del
dampf ,steam
missbraucht ,abused
loyal ,loyal
wurzeln ,root
aufhängen ,hanging
wurm ,worm
kathy ,Kathy
kerze ,candle
bereue ,regret
loslegen ,getting started
o.k. ,OK.
fingen ,finger
besatzung ,crew
dog ,dog
klüger ,smarter
zugestoßen ,stiff
befürchten ,fear
folgende ,the following
schmerzhaft ,painful
jody ,jody
beschrieben ,described
zittern ,tremble
standpunkt ,position
visier ,visor
rang ,rank
phoenix ,Phoenix
wesley ,Wesley
herausfindet ,find out
schaute ,look
theoretisch ,theoretically
if ,IF
chan ,chan
beutel ,bag
drängen ,push
schlimmen ,be bad
klient ,client
hängst ,hanging
veranda ,veranda
pam ,pam
jüngste ,recent
strahlung ,radiation
betrügt ,cheating
unendlich ,infinite
gedichte ,poetry
sven ,sven
irene ,Irene
gereist ,traveled
schiss ,shit
benimmst ,behaved
schwangerschaft ,pregnancy
subcentral ,subcentral
kopien ,copies
infrage ,in question
zweifeln ,doubt
nonne ,nun
müsse ,need
juliette ,juliette
richtet ,set
lecken ,lick
feuerwerk ,Fireworks
neueste ,latest
geistes ,spirit
verletzten ,injured
abwechslung ,variety
ausgeführt ,run
kleingeld ,small change
evans ,Evans
gelegentlich ,occasionally
denise ,denise
braten ,roast meat
angelegt ,laid-back
artie ,artie
corporal ,corporal
entsteht ,arises
rogers ,Rogers
herzschlag ,Heartbeat
glücklicherweise ,happily
heilung ,cure
cäsar ,Caesar
angeklagten ,defend
profit ,profit
brüllen ,roar
verschieden ,different
münzen ,coins
hinterlässt ,leaving
königlichen ,royal
stadtrat ,City council
pressekonferenz ,press conference
nich ,not
geschaut ,look
zugegeben ,admittedly
end ,end
komisches ,odd one
regie ,director
merk ,card
boote ,boats
verbrennt ,burning
allergisch ,allergic
schweizer ,Swiss
verdächtiger ,suspicious
gasse ,alley
tussi ,tussi
befürchtet ,fear
reite ,ride
außerirdische ,extraterrestrial
ehemaliger ,former
radar ,radar
gestattet ,permitted
gefecht ,battle
angeschaut ,watched
gedient ,served
pension ,pension
strich ,stroke
lippenstift ,lipstick
stab ,Rod
außerirdischen ,extraterrestrial
termine ,Events
maler ,painter
verweigert ,refused
boxer ,boxer
vorteile ,advantages
ausstellung ,exhibition
tragisch ,tragic
rasch ,rapidly
oberste ,top
polizistin ,policewoman
windeln ,diapers
detroit ,Detroit
arizona ,Arizona
universums ,universal
aufheben ,lift
narben ,scar
fleißig ,hard-working
freizeit ,leisure
elegant ,elegant
dolch ,dagger
sloan ,Sloan
eindringen ,penetration
auszeit ,break
internationalen ,international
fielen ,fell
weggeworfen ,thrown away
vergeuden ,waste
blätter ,leaves
blass ,pale
konzept ,concept
look ,look
keineswegs ,by no means
faden ,thread
kleinste ,smallest
geschrien ,scream
ertrunken ,drowned
blase ,bladder
treffpunkt ,meeting point
schrift ,font
mathe ,maths
royal ,royal
evelyn ,Evelyn
britische ,British
körperlich ,physically
konzentration ,concentration
schaltet ,switch
draht ,wire
at ,at
älteste ,oldest
höhere ,higher
gerannt ,ragged
tower ,tower
gedrückt ,pressed
reinigung ,cleaning
fordert ,demands
ideale ,ideal
stiehlt ,steal
money ,monkey
eiern ,egg
dritter ,third
züge ,Trains
optionen ,options
ge ,gel
roland ,Roland
ersticken ,suffocate
farmer ,farmer
batterie ,battery
obst ,fruit
badewanne ,bathtub
manches ,somersault
droge ,drug
übertragung ,transmission
enge ,narrow
nickerchen ,nap
juhu ,Juhu
cora ,Cora
lungen ,lung
öffnete ,open
abschneiden ,cut off
valentine ,Valentine
hierbei ,here
sorgst ,carefully
phillip ,Phillip
schaffte ,manage
omar ,Omar
anfänger ,Beginner
gen ,gene
ungerecht ,unfair
reue ,remorse
two ,two
rhythmus ,rhythm
kündige ,terminate
mitgehen ,go along
siegel ,seal
moore ,moor
stechen ,sting
baue ,build
prostituierte ,prostitute
heller ,brighter
umgehend ,immediately
hoffnungslos ,hopeless
checken ,check
drücke ,press
wong ,wong
merkwürdige ,strange
valley ,valley
brandy ,brandy
gelbe ,yellow
nützen ,take advantage of
venedig ,Venice
gideon ,gideon
lernten ,learn
benimmt ,behavior
georg ,Georg
mächtiger ,mighty
genutzt ,utilized
verzieh ,tendency
schüssel ,key
dreckigen ,dirty
wiegt ,weighing
kg ,kg
abraham ,Abraham
seltsamer ,stranger
hiervon ,Housing
beraten ,to advise
schienen ,rails
wirkliche ,real
träumt ,dream
versprech ,promising
ideal ,ideal
norma ,norma
sire ,sire
marschieren ,march
mitbewohner ,roommate
verlobung ,engagement
mio. ,Mio.
funken ,spark
gleichfalls ,same to you
geringsten ,lowest
empfange ,receive
führten ,led
ex-frau ,ex wife
gelben ,yellow
lach ,laugh
vereinbart ,agreed
kimmy ,kimmy
prügel ,beating
läuten ,ring
anzugreifen ,attack
balkon ,balcony
fran ,fran
flüchten ,fleet
umkehren ,turning back
ansieht ,look up
rechtfertigen ,justify
belügen ,lie
verdächtigt ,unidentified
begannen ,began
snow ,snow
oskar ,Oskar
englischen ,english
inspiriert ,inspired
murray ,Murray
shirt ,shirt
erlaube ,permit
ertrinken ,drown
sorgfältig ,carefully
spuck ,spit
eingetroffen ,arrived
chang ,chang
lynette ,lynette
feine ,fine
home ,home
grosse ,size
schickten ,faded
überreste ,remains
how ,show
garantiere ,guarantee
unerträglich ,unbearable
vorerst ,for the time being
yale ,yale
verirrt ,lost
überstanden ,survived
harriet ,harriet
liga ,league
wertlos ,worthless
marvin ,Marvin
gottverdammt ,goddamn
gesammelt ,collected
kanntest ,can
bezeichnet ,designated
beantworte ,answer
baltimore ,Baltimore
shirley ,shirley
connie ,connie
netzwerk ,network
moses ,Moses
entstehen ,develop
ingalls ,Ingalls
lauten ,ring
fasziniert ,Charmed
tvuser ,TVus
ehrliche ,honest
akademie ,academy
grünes ,green
branche ,industry
rudy ,rudy
soße ,sauce
situationen ,Situations
entführer ,hijacker
ewigen ,eternal
erzeugt ,generated
fünften ,fifth
dtv ,DTV
registriert ,registered
basketball ,basketball
abgesetzt ,discontinued
irgendwelchen ,any
vorsitzender ,chairman
bedürfnisse ,needs
suite ,suite
mhm-hm ,MHM-HM
regieren ,govern
barkeeper ,barkeeper
ausgemacht ,turned off
fritz ,Fritz
dateien ,files
dixon ,dixon
gegründet ,founded
wolke ,cloud
wall ,wall
umgang ,handling
schenk ,gauge
festen ,firm
erziehung ,education
agentin ,agent
marines ,Marines
hasen ,Rabbits
institut ,institute
mittleren ,middle
hingerichtet ,executed
lenken ,to steer
angewiesen ,reliant
überlebende ,survivor
bass ,bass
pearl ,pearl
lahm ,lame
basiert ,based
rasieren ,shave
angeordnet ,arranged
gewalttätig ,violent
untergang ,break
flach ,flat
autogramm ,autograph
schwule ,gay
kompanie ,company
casino ,casino
solches ,such
sackgasse ,dead end
einbrecher ,housebreaker
stehenbleiben ,stop
erwartungen ,expectations
flüssigkeit ,liquid
erraten ,guess
verkaufst ,sold
vorsprung ,head Start
zahlst ,pay
verkäufer ,salesperson
zukommen ,get
abdrücke ,impressions
kurve ,Curve
kämpfst ,battle
les ,les
verziehen ,warp
invasion ,invasion
pissen ,piss
klarer ,clear
herrschen ,to rule
prince ,Prince
zylonen ,cylon
donnie ,donnie
giles ,Giles
outfit ,outfit
prinzipien ,principles
rühr ,stirring
entzückend ,adorable
reinen ,pure
drecksack ,bastard
frischen ,fresh
corabeth ,Corabeth
höhepunkt ,Climax
elsa ,Elsa
geduldig ,patient
rio ,Rio
pest ,pest
wenigsten ,least
beschwert ,complain
natürliche ,natural
erzeugen ,produce
fürchterlich ,terrible
veröffentlichen ,publish
tvuser.de ,tvuser.de
wunderbares ,wonderful
isaac ,Isaac
unglücklicherweise ,Unfortunately
ratschläge ,advices
erstickt ,stifled
vagina ,vagina
scharfe ,sharp
nutten ,hooker
äpfel ,apples
zoll ,customs
region ,region
zuliebe ,trial
riefen ,shout
wachmann ,guard
gipfel ,summit
geübt ,practiced
d.j. ,D.J.
jammer ,jam
lädt ,invite
galerie ,gallery
enkelin ,granddaughter
mönch ,monk
tinte ,ink
journalist ,journalist
glückspilz ,lucky one
platzen ,burst
ego ,ego
reinste ,purest
news ,news
aspirin ,aspirin
right ,Right
andre ,Andre
früchte ,fruit
bart. ,beard.
gewähren ,grant
prophezeiung ,prophecy
winzig ,tiny
light ,light
tonnen ,metric tons
lizenz ,license
maßnahmen ,measures
ermittelt ,determined
stufen ,stages
w ,w
joy ,joy
lüg ,lily
who ,WHO
student ,college student
absetzen ,drop
schwindel ,dizziness
national ,national
fanny ,fanny
vorgeschlagen ,proposed
arbeitslos ,unemployed
borg ,Borg
getränke ,beverages
ick ,ick
joyce ,joyce
änderte ,changed
philadelphia ,Philadelphia
pfoten ,paw
ausländer ,Foreigners
häng ,hanging
clyde ,Clyde
kalender ,calendar
isabelle ,Isabelle
hannibal ,Hannibal
brüdern ,brothers
überstunden ,overtime
angehört ,belound
langweilen ,to bore
deutet ,indicated
griffin ,griffin
friseur ,Barber
oberen ,upper
fertigmachen ,get ready
they ,they
teure ,expensive
silas ,silas
gedroht ,threatened
ana ,Ana
ermordung ,assassination
maura ,maura
komischen ,comic
bestimmtes ,particular
diskret ,discreet
kriechen ,to crawl
weißes ,white
luthor ,luthor
hinüber ,over
zauberei ,sorcery
wünschst ,wish
nadia ,nadia
biss ,bite
komischer ,funny
hotelzimmer ,Hotel room
delta ,delta
chinesischen ,Chinese
beängstigend ,scary
hills ,hill
quentin ,Quentin
frequenz ,frequency
vorhast ,preface
tödliche ,lethal
summer ,buzzer
verband ,Association
gebucht ,booked
investieren ,invest
website ,website
diät ,diet
benimm ,bending
vergangenen ,past
rodney ,rodney
verbringe ,spare
zukünftige ,future
kong ,Kong
ehemalige ,former
chff ,chff
aufklären ,enlighten
kämen ,come to
unauffällig ,noticeable
gefälscht ,fake
geier ,vulture
anschuldigungen ,accusations
sal ,saline
restlichen ,remaining
tomaten ,tomatoes
gonna ,gonna
philosophie ,philosophy
liebten ,loved
programmiert ,programmed
shawn ,shawny
festgestellt ,established
fällig ,due
kneipe ,bar
bezahlst ,pay
beende ,finish
fehlst ,miss
vornehmen ,make
sumpf ,swamp
apotheke ,pharmacy
internationale ,International
liefert ,supplies
wehen ,blow
bastarde ,bastard
erstochen ,stabbed
schiffes ,ship
manuel ,manual
nördlich ,north
american ,American
körpers ,body
schal ,scarf
anklagen ,accuse
schlagt ,strike
entscheidest ,decide
sammelt ,collectively
gegenzug ,return
vorzubereiten ,prepare
enttäuschung ,disappointment
unterkunft ,accommodation
freilassen ,set free
grau ,Gray
hunt ,hunt
verlobter ,fiance
niere ,kidney
kratzen ,scratch
altar ,altar
erstaunt ,astonished
d.c. ,D.C.
ausbruch ,outbreak
tuch ,cloth
fahne ,banner
beleidigung ,an insult
bedeutete ,meant
verhält ,behavior
unheimliche ,scary
unsterblich ,immortal
hohes ,high
evakuieren ,evacuate
produziert ,produced
nachfolger ,successor
blicke ,look
vorschläge ,suggestions
chauffeur ,chauffeur
englische ,english
ironie ,irony
ausreichend ,sufficient
hit ,hit
anderthalb ,one and a half
erlösung ,salvation
käfer ,Beetle
küsschen ,Peck
eugene ,Eugene
auslöschen ,extinguish
ihretwegen ,for your course
limonade ,lemonade
hedley ,hedley
billige ,cheap
tequila ,tequila
schlachtfeld ,battlefield
knight ,knight
gemäß ,according to
angreifer ,attacker
hingegangen ,gang
dns ,DNS
zero ,zero
liefen ,walked
schale ,peel
restaurants ,restaurants
ausfindig ,detachable
mills ,mills
angriffe ,attack
rotes ,red
percy ,pervy
modernen ,modern
motto ,motto
eintritt ,entry
bh ,bra
betroffen ,affected
misstrauisch ,suspicious
verwirrend ,confusing
kapelle ,chapel
starkes ,strong
brick ,brick
gebetet ,prayed
einrichten ,set up
ausnutzen ,exploit
kinn ,chin
frisches ,fresh
quatschen ,chat
automatisch ,automatically
chad ,chad
körperverletzung ,Mayhem
spritzen ,splash
einwohner ,resident
renn ,racing
pink ,pink
chen ,chen
gezeichnet ,drawn
anständige ,decent
steif ,stiff
rekord ,record
durchgeknallt ,crowned
foltern ,torture
erspart ,saving
kuba ,Cuba
bräuchten ,need
überdosis ,overdose
armband ,bracelet
bert ,bert
adoptiert ,adopted
komplizen ,accurate
ehemaligen ,former
department ,department
einschalten ,turn on
handschrift ,manuscript
ältesten ,eldest
assistenten ,wizard
großartigen ,great
männlich ,masculine
übernimmst ,overlook
übrigen ,by the way
klaviermusik ,piano music
ash ,ash
viktor ,victor
judith ,Judith
gemietet ,rented
mischung ,mixture
luxus ,luxury
schwung ,sweep
vicky ,vicky
hochgehen ,go up
wegtreten ,step away
stargate ,stargate
carlo ,Carlo
beherrscht ,controlled
grippe ,flu
informanten ,informant
mm-hmm ,MM-Hmm
hülle ,covering
side ,sides
floh ,escaped
kit ,kit
fitz ,Fitz
nudeln ,noodle
schaf ,sheep
uhrzeit ,time
zigarre ,cigar
tänzerin ,dancer
einkaufszentrum ,shopping mall
vollmond ,full moon
mexikaner ,Mexican
piepst ,beep
gestoppt ,stopped
gray ,gray
eingerichtet ,set up
umarmung ,hug
rohr ,pipe
batterien ,batteries
ella ,Ella
spende ,donation
julius ,Julius
mumm ,mumm
gans ,goose
leuchten ,to shine
alien ,alien
dom ,cathedral
geriet ,rusty
unterzeichnet ,signed
operationen ,operations
schütteln ,shake
vermissten ,missing
angespannt ,tense
folgenden ,following
fantastische ,fantastic
fies ,fies
warp ,warp
heilt ,heal
auswirkungen ,effects
geschlecht ,gender
buchhalter ,Accountant
drache ,Dragon
computerlogbuch ,computer logbook
deuten ,indicate
bildung ,education
aufbewahrt ,keen
persönlicher ,personal
erpresst ,erupt
sang ,sang
hinbringen ,put on
amerikanischer ,American
üble ,bad
einfaches ,simple
angesetzt ,set
mmm ,mm
hudson ,Hudson
josef ,Joseph
reagan ,Reagan
volltreffer ,hits
jonah ,Jonah
totaler ,totaler
robinson ,Robinson
zustößt ,steady
herrschaft ,rule
verhören ,interrogate
unverzüglich ,immediately
christina ,Christina
bemüht ,engaged
aufgefunden ,founded
unfähig ,unable
stellten ,set
mi ,mi
ursprünglich ,originally
distanz ,distance
rufus ,callus
verheimlichen ,hide
verstorben ,deceased
göttern ,god
hunden ,dogs
letztens ,last
jasper ,jasper
napoleon ,Napoleon
joshua ,Joshua
billigen ,cheap
verschont ,spared
rendezvous ,date
empfehlung ,recommendation
handgelenk ,wrist
boten ,boten
unterzeichnen ,sign
belasten ,burden
speziellen ,special
literatur ,literature
landete ,landed
gelangt ,reach
cooler ,cool
quer ,across
satelliten ,satellite
triff ,triff
analysieren ,analyze
zuhälter ,pimp
zutiefst ,deeply
geleitet ,led
schlachten ,Butcher
angestellte ,employee
gestalten ,design
köpfen ,head
stipendium ,scholarship
illegale ,illegal
vergiften ,poison
here ,hand
feiert ,celebrate
bewundern ,admire
herbert ,Herbert
furchtbaren ,terrible
hüfte ,hips
involviert ,involved
wurf ,litter
maschinenraum ,engine room
inspiration ,inspiration
ohio ,Ohio
samen ,seed
hinterhalt ,ambush
gewahrsam ,custody
schweres ,heavy
einatmen ,breathe in
zurückhalten ,hold back
schlampen ,slut
parfüm ,Perfume
präsidentin ,president
abe ,ABE
entlassung ,discharge
todesstrafe ,death penalty
ausgebrochen ,broken
wegfahren ,drive away
sultan ,sultan
hauch ,hint
abstellen ,Off
pornos ,porn
erklärte ,explained
produzieren ,to produce
müller ,muller
gehängt ,hung
weinte ,crib
routine ,routine
merci ,Merci
nellie ,Nellie
xander ,Xander
schneid ,cutting
kluge ,clever
heart ,heared
ländern ,country
bevorzuge ,prefer
ctu ,CTU
umkreis ,radius
beschwerden ,complaints
teufels ,devil
brooke ,brooke
genehmigt ,approved
bildern ,images
scheißen ,shit
schenkte ,gave
erschlagen ,slay
irland ,Ireland
yard ,yard
journalisten ,journalists
fände ,fountain
zurückkomme ,come back
ärmel ,sleeve
fließen ,flow
arabisch ,Arabic
verfolge ,pursue
juckt ,itches
männliche ,male
klingonen ,cling
zerrissen ,torn
tausch ,exchange
schlaganfall ,stroke
johannes ,Johannes
popcorn ,Popcorn
gärtner ,gardener
bläst ,blowing
jet ,jet
chester ,chester
garantie ,guarantee
ändere ,change
jessie ,Jessie
anstand ,decency
power ,power
junkie ,junkie
vati ,dad
topf ,pot
packe ,pack
knöpfe ,Buttons
aussehe ,sight
verabschiedet ,passed
bedürfnis ,desire
nähen ,sew
sprecher ,speaker
chemie ,chemistry
hinweisen ,Clues
stumm ,mute
zusammenhalten ,hold together
geradezu ,virtually
mitzunehmen ,take on
weite ,wideness
lori ,lori
rippen ,rib
kühl ,cool
dahinten ,back there
techniker ,technician
abel ,abel
betet ,praying
beachten ,note
baute ,built
bonjour ,bonjour
schecks ,checks
ausgabe ,output
boyd ,boyd
vermasseln ,mess up
nötige ,necessary
südlich ,southern
gramm ,gram
laken ,latch
bildet ,form
bewahre ,beware
leises ,quiet
g. ,G.
lastwagen ,truck
kritik ,criticism
stürzte ,crashed
behält ,retaining
sofern ,provided
vermisste ,missing
entsetzlich ,terrible
francine ,francine
ermittler ,investigator
nikki ,Nikki
aufgestanden ,got up
fälschung ,fake
visiontext ,vision text
abschnitt ,section
hausarrest ,house arrest
sensibel ,sensitive
album ,album
lebewesen ,Creature
lösegeld ,ransom
verwechselt ,mistaken
prügeln ,beat
regnen ,rain
weichen ,soften
point ,point
pussy ,pussy
anvertrauen ,entrust
ollie ,ollie
kuppel ,dome
verließen ,left
jakob ,Jacob
besuchte ,visited
gewerkschaft ,labor union
herhören ,hear
vorbeigekommen ,come past
stärken ,strengthen
hinzu ,added
wrack ,wreck
knarren ,creak
treibstoff ,fuel
signale ,signals
nachkommen ,progeny
hoppla ,Oops
verborgen ,hidden
belegt ,proven
babylon ,Babylon
waisenhaus ,orphanage
brasilien ,Brazil
bitteschön ,you are welcome
wurmloch ,wormhole
alters ,age
deb ,debit
fee ,fairy
milton ,milton
quarantäne ,quarantine
kommunisten ,communist
stiftung ,"Foundation, endowment"
milo ,milo
gestapo ,gestapo
verreisen ,travel
halleluja ,Halleluja
süchtig ,addicted
